"Date","Price","Open","High","Low","Change %"
"10/18/2021","60.41","60.89","60.89","60.41","-0.05%"
"10/15/2021","60.44","62.38","62.38","60.44","-1.26%"
"10/14/2021","61.21","63.37","63.37","61.21","-2.35%"
"10/13/2021","62.68","63.37","63.37","62.68","0.02%"
"10/12/2021","62.67","62.38","62.67","62.38","0.80%"
"10/11/2021","62.17","62.87","62.87","62.17","0.40%"
"10/08/2021","61.92","62.87","62.87","61.92","0.80%"
"10/07/2021","61.43","62.37","62.37","61.43","0.41%"
"10/06/2021","61.18","60.88","61.18","60.88","1.22%"
"10/05/2021","60.44","59.90","60.44","59.90","2.53%"
"10/04/2021","58.95","58.90","58.95","58.90","0.84%"
"10/01/2021","58.46","58.92","58.92","58.46","0.02%"
"09/30/2021","58.45","59.40","59.40","58.45","-0.43%"
"09/29/2021","58.70","58.92","58.92","58.70","0.43%"
"09/28/2021","58.45","59.37","59.37","58.45","-0.39%"
"09/27/2021","58.68","58.38","58.68","58.38","1.73%"
"09/24/2021","57.68","57.87","57.87","57.68","0.45%"
"09/23/2021","57.42","58.37","58.37","57.42","-0.45%"
"09/22/2021","57.68","58.86","58.86","57.68","-1.28%"
"09/21/2021","58.43","61.87","61.87","58.43","-2.52%"
"09/20/2021","59.94","56.81","59.94","56.81","14.35%"
"09/17/2021","52.42","52.84","52.84","52.42","0.00%"
"09/16/2021","52.42","52.84","52.84","52.42","-0.94%"
"09/15/2021","52.92","53.34","53.34","52.92","-0.47%"
"09/14/2021","53.17","53.84","53.84","53.17","-0.47%"
"09/13/2021","53.42","54.34","54.34","53.42","-1.37%"
"09/10/2021","54.16","54.35","54.35","54.16","-0.04%"
"09/09/2021","54.18","54.34","54.34","54.18","0.02%"
"09/08/2021","54.17","54.34","54.34","54.17","0.02%"
"09/07/2021","54.16","54.34","54.34","54.16","-0.02%"
"09/06/2021","54.17","55.34","55.34","54.17","-1.79%"
"09/03/2021","55.16","55.34","55.34","55.16","-0.02%"
"09/02/2021","55.17","55.34","55.34","55.17","0.00%"
"09/01/2021","55.17","56.33","56.33","55.17","-1.76%"
"08/31/2021","56.16","56.34","56.34","56.16","-0.02%"
"08/30/2021","56.17","56.34","56.34","56.17","0.00%"
"08/27/2021","56.17","56.34","56.34","56.17","0.02%"
"08/26/2021","56.16","56.34","56.34","56.16","0.00%"
"08/25/2021","56.16","56.34","56.34","56.16","-0.02%"
"08/24/2021","56.17","58.33","58.33","56.17","-2.58%"
"08/23/2021","57.66","58.33","58.33","57.66","-0.88%"
"08/20/2021","58.17","58.34","58.34","58.17","0.02%"
"08/19/2021","58.16","57.34","58.16","57.34","1.73%"
"08/18/2021","57.17","57.33","57.33","57.17","0.02%"
"08/17/2021","57.16","57.33","57.33","57.16","-0.02%"
"08/16/2021","57.17","57.34","57.34","57.17","0.00%"
"08/13/2021","57.17","57.34","57.34","57.17","0.02%"
"08/12/2021","57.16","57.17","57.17","57.16","-0.02%"
"08/11/2021","57.17","57.33","57.33","57.17","0.00%"
"08/10/2021","57.17","56.84","57.17","56.84","0.44%"
"08/09/2021","56.92","56.84","56.92","56.84","0.02%"
"08/06/2021","56.91","57.34","57.34","56.91","-0.45%"
"08/05/2021","57.17","57.34","57.34","57.17","0.00%"
"08/04/2021","57.17","57.34","57.34","57.17","0.00%"
"08/03/2021","57.17","57.35","57.35","57.17","-0.02%"
"08/02/2021","57.18","57.35","57.35","57.18","0.02%"
"07/30/2021","57.17","57.35","57.35","57.17","0.00%"
"07/29/2021","57.17","60.34","60.34","57.17","-4.17%"
"07/28/2021","59.66","60.33","60.33","59.66","-0.02%"
"07/27/2021","59.67","59.34","59.67","59.34","0.85%"
"07/26/2021","59.17","59.34","59.34","59.17","0.00%"
"07/23/2021","59.17","60.34","60.34","59.17","-1.66%"
"07/22/2021","60.17","60.34","60.34","60.17","0.02%"
"07/21/2021","60.16","62.33","62.33","60.16","-2.45%"
"07/20/2021","61.67","62.33","62.33","61.67","0.00%"
"07/19/2021","61.67","60.34","61.67","60.34","2.49%"
"07/16/2021","60.17","60.34","60.34","60.17","0.00%"
"07/15/2021","60.17","60.34","60.34","60.17","0.00%"
"07/14/2021","60.17","60.33","60.33","60.17","0.02%"
"07/13/2021","60.16","60.33","60.33","60.16","-0.84%"
"07/12/2021","60.67","60.34","60.67","60.34","0.02%"
"07/09/2021","60.66","62.32","62.32","60.66","-1.62%"
"07/08/2021","61.66","59.84","61.66","59.84","3.77%"
"07/07/2021","59.42","59.84","59.84","59.42","-0.02%"
"07/06/2021","59.43","59.34","59.43","59.34","1.31%"
"07/05/2021","58.66","58.85","58.85","58.66","0.39%"
"07/02/2021","58.43","58.35","58.43","58.35","0.43%"
"07/01/2021","58.18","58.85","58.85","58.18","-0.43%"
"06/30/2021","58.43","58.85","58.85","58.43","0.02%"
"06/29/2021","58.42","58.85","58.85","58.42","0.00%"
"06/28/2021","58.42","57.85","58.42","57.85","0.86%"
"06/25/2021","57.92","59.34","59.34","57.92","-1.28%"
"06/24/2021","58.67","59.84","59.84","58.67","-1.26%"
"06/23/2021","59.42","60.34","60.34","59.42","-0.42%"
"06/22/2021","59.67","60.84","60.84","59.67","-1.22%"
"06/21/2021","60.41","59.84","60.41","59.84","0.83%"
"06/18/2021","59.91","58.35","59.91","58.35","3.01%"
"06/17/2021","58.16","58.25","58.25","58.16","0.05%"
"06/16/2021","58.13","59.75","61.76","58.13","-0.84%"
"06/15/2021","58.62","61.26","61.26","58.62","-1.26%"
"06/14/2021","59.37","59.75","59.75","59.37","-0.02%"
"06/11/2021","59.38","60.27","60.27","59.38","-1.25%"
"06/10/2021","60.13","61.25","61.25","60.13","-0.82%"
"06/09/2021","60.63","61.26","61.26","60.63","-0.82%"
"06/08/2021","61.13","61.75","61.75","61.13","0.43%"
"06/07/2021","60.87","61.75","61.75","60.87","-0.02%"
"06/04/2021","60.88","61.26","61.26","60.88","0.43%"
"06/03/2021","60.62","59.27","60.62","59.27","2.52%"
"06/02/2021","59.13","60.26","60.26","59.13","-0.84%"
"06/01/2021","59.63","60.77","60.77","59.63","-1.24%"
"05/31/2021","60.38","60.76","60.76","60.38","0.00%"
"05/28/2021","60.38","60.76","60.76","60.38","0.02%"
"05/27/2021","60.37","61.77","61.77","60.37","-1.66%"
"05/26/2021","61.39","61.77","61.77","61.39","-0.81%"
"05/25/2021","61.89","61.77","61.89","61.77","0.02%"
"05/24/2021","61.88","61.77","61.88","61.77","-0.02%"
"05/21/2021","61.89","59.28","61.89","59.28","-0.39%"
"05/20/2021","62.13","60.27","62.13","60.27","1.64%"
"05/19/2021","61.13","59.77","61.13","59.77","2.09%"
"05/18/2021","59.88","59.28","59.88","59.28","1.27%"
"05/17/2021","59.13","59.27","59.27","59.13","-0.02%"
"05/14/2021","59.14","59.77","59.77","59.14","-1.24%"
"05/13/2021","59.88","59.77","59.88","59.77","1.70%"
"05/12/2021","58.88","58.78","58.88","58.78","0.86%"
"05/11/2021","58.38","57.29","58.38","57.29","2.17%"
"05/10/2021","57.14","56.78","57.14","56.78","0.02%"
"05/07/2021","57.13","57.29","57.29","57.13","-0.02%"
"05/06/2021","57.14","56.78","57.14","56.78","0.44%"
"05/05/2021","56.89","57.28","57.28","56.89","-0.45%"
"05/04/2021","57.15","56.29","57.15","56.29","1.80%"
"05/03/2021","56.14","56.28","56.28","56.14","-0.02%"
"04/30/2021","56.15","55.79","56.15","55.79","0.48%"
"04/29/2021","55.88","56.28","56.28","55.88","-1.32%"
"04/28/2021","56.63","56.28","56.63","56.28","0.89%"
"04/27/2021","56.13","56.28","56.28","56.13","0.88%"
"04/26/2021","55.64","55.29","55.64","55.29","0.91%"
"04/23/2021","55.14","55.28","55.28","55.14","0.02%"
"04/22/2021","55.13","59.75","59.75","55.13","-7.93%"
"04/21/2021","59.88","60.77","60.77","59.88","-0.83%"
"04/20/2021","60.38","60.26","60.38","60.26","0.43%"
"04/19/2021","60.12","60.25","60.25","60.12","0.00%"
"04/16/2021","60.12","61.26","61.26","60.12","-1.65%"
"04/15/2021","61.13","63.23","63.23","61.13","-3.14%"
"04/14/2021","63.11","63.72","63.72","63.11","-0.39%"
"04/13/2021","63.36","64.22","64.22","63.36","-1.93%"
"04/12/2021","64.61","65.22","65.22","64.61","-0.75%"
"04/09/2021","65.10","65.72","65.72","65.10","-0.40%"
"04/08/2021","65.36","65.72","65.72","65.36","0.00%"
"04/07/2021","65.36","65.70","65.70","65.36","0.02%"
"04/06/2021","65.35","70.16","70.16","65.35","-6.75%"
"04/05/2021","70.08","70.16","70.16","70.08","0.00%"
"04/02/2021","70.08","70.16","70.16","70.08","0.00%"
"04/01/2021","70.08","70.61","70.61","70.08","-1.03%"
"03/31/2021","70.81","72.13","72.13","70.81","-2.41%"
"03/30/2021","72.56","64.21","72.56","64.21","12.32%"
"03/29/2021","64.60","64.60","64.60","64.60","18.14%"
"03/25/2021","54.68","54.35","54.68","54.35","0.02%"
"03/24/2021","54.67","56.84","56.84","54.67","-3.10%"
"03/23/2021","56.42","56.83","56.83","56.42","0.02%"
"03/22/2021","56.41","54.77","56.41","54.77","10.80%"
"03/19/2021","50.91","49.31","50.91","49.31","2.56%"
"03/18/2021","49.64","48.81","49.64","48.81","2.58%"
"03/17/2021","48.39","47.80","48.39","47.80","1.00%"
"03/16/2021","47.91","47.82","47.91","47.82","0.00%"
"03/15/2021","47.91","47.31","47.91","47.31","1.61%"
"03/12/2021","47.15","46.81","47.15","46.81","1.59%"
"03/11/2021","46.41","47.31","47.31","46.41","-1.59%"
"03/10/2021","47.16","47.31","47.31","47.16","0.02%"
"03/09/2021","47.15","47.81","47.81","47.15","-0.53%"
"03/08/2021","47.40","47.80","47.80","47.40","-1.04%"
"03/05/2021","47.90","47.28","47.90","47.28","1.59%"
"03/04/2021","47.15","46.80","47.15","46.80","0.53%"
"03/03/2021","46.90","48.32","48.32","46.90","-1.59%"
"03/02/2021","47.66","49.33","49.33","47.66","-2.10%"
"03/01/2021","48.68","50.35","50.35","48.68","-2.95%"
"02/26/2021","50.16","48.79","50.16","48.79","2.62%"
"02/25/2021","48.88","47.81","48.88","47.81","2.02%"
"02/24/2021","47.91","48.82","48.82","47.91","-1.01%"
"02/23/2021","48.40","47.81","48.40","47.81","2.08%"
"02/22/2021","47.41","47.30","47.41","47.30","0.58%"
"02/19/2021","47.14","47.30","47.30","47.14","0.00%"
"02/18/2021","47.14","46.30","47.14","46.30","1.05%"
"02/17/2021","46.65","45.28","46.65","45.28","3.35%"
"02/16/2021","45.14","45.29","45.29","45.14","0.02%"
"02/15/2021","45.13","44.78","45.13","44.78","0.53%"
"02/12/2021","44.89","44.79","44.89","44.79","-0.02%"
"02/11/2021","44.90","45.29","45.29","44.90","-0.53%"
"02/10/2021","45.14","45.29","45.29","45.14","-0.02%"
"02/09/2021","45.15","44.80","45.15","44.80","0.58%"
"02/08/2021","44.89","45.28","45.28","44.89","-1.64%"
"02/05/2021","45.64","45.79","45.79","45.64","-0.54%"
"02/04/2021","45.89","45.28","45.89","45.28","0.57%"
"02/03/2021","45.63","46.79","46.79","45.63","-2.17%"
"02/02/2021","46.64","46.79","46.79","46.64","-0.53%"
"02/01/2021","46.89","47.30","47.30","46.89","-1.57%"
"01/29/2021","47.64","47.29","47.64","47.29","-1.04%"
"01/28/2021","48.14","50.29","50.29","48.14","1.03%"
"01/27/2021","47.65","48.80","48.80","47.65","-1.02%"
"01/26/2021","48.14","48.80","48.80","48.14","-2.55%"
"01/25/2021","49.40","48.79","49.40","48.79","0.00%"
"01/22/2021","49.40","49.28","49.40","49.28","-0.46%"
"01/21/2021","49.63","49.79","49.79","49.63","-0.52%"
"01/20/2021","49.89","50.29","50.29","49.89","-1.48%"
"01/19/2021","50.64","51.30","51.30","50.64","-1.94%"
"01/18/2021","51.64","50.30","51.64","50.30","0.96%"
"01/15/2021","51.15","50.30","51.15","50.30","1.97%"
"01/14/2021","50.16","49.80","50.16","49.80","0.68%"
"01/13/2021","49.82","51.30","51.30","49.82","-2.83%"
"01/12/2021","51.27","49.80","51.27","49.80","2.97%"
"01/11/2021","49.79","49.30","49.79","49.30","0.99%"
"01/08/2021","49.30","48.30","49.30","48.30","2.07%"
"01/07/2021","48.30","47.81","48.30","47.81","1.07%"
"01/06/2021","47.79","47.80","47.80","47.79","-0.06%"
"01/05/2021","47.82","47.32","47.82","47.32","0.99%"
"01/04/2021","47.35","47.35","47.35","47.35","-2.01%"
"01/01/2021","48.32","48.32","48.32","48.32","0.00%"
"12/31/2020","48.32","48.33","48.33","48.32","-0.02%"
"12/30/2020","48.33","48.33","48.33","48.33","-0.02%"
"12/29/2020","48.34","48.34","48.34","48.34","0.02%"
"12/28/2020","48.33","48.33","48.33","48.33","0.00%"
"12/25/2020","48.33","48.33","48.33","48.33","0.00%"
"12/24/2020","48.33","49.33","49.33","48.33","-1.99%"
"12/23/2020","49.31","49.83","49.83","49.31","-1.02%"
"12/22/2020","49.82","48.82","49.82","48.82","2.05%"
"12/21/2020","48.82","46.83","48.82","46.83","4.29%"
"12/18/2020","46.81","46.31","46.81","46.31","1.06%"
"12/17/2020","46.32","47.32","47.32","46.32","-2.05%"
"12/16/2020","47.29","49.32","49.32","47.29","-4.12%"
"12/15/2020","49.32","50.82","50.82","49.32","0.00%"
"12/14/2020","49.32","47.34","49.32","47.34","-2.99%"
"12/11/2020","50.84","48.33","50.84","48.33","5.22%"
"12/10/2020","48.32","46.34","48.32","46.34","2.09%"
"12/09/2020","47.33","47.34","47.34","47.33","-0.04%"
"12/08/2020","47.35","47.34","47.35","47.34","0.00%"
"12/07/2020","47.35","46.34","47.35","46.34","3.29%"
"12/04/2020","45.84","45.83","45.84","45.83","-0.02%"
"12/03/2020","45.85","45.83","45.85","45.83","-0.13%"
"12/02/2020","45.91","45.83","45.91","45.83","0.00%"
"12/01/2020","45.91","46.34","46.34","45.91","-0.54%"
"11/30/2020","46.16","45.34","46.16","45.34","1.07%"
"11/27/2020","45.67","45.32","45.67","45.32","1.11%"
"11/26/2020","45.17","45.33","45.33","45.17","0.02%"
"11/25/2020","45.16","45.32","45.32","45.16","0.00%"
"11/24/2020","45.16","46.84","46.84","45.16","-2.69%"
"11/23/2020","46.41","47.34","47.34","46.41","-2.64%"
"11/20/2020","47.67","46.85","47.67","46.85","1.60%"
"11/19/2020","46.92","45.84","46.92","45.84","1.08%"
"11/18/2020","46.42","45.85","46.42","45.85","1.09%"
"11/17/2020","45.92","46.34","46.34","45.92","-0.54%"
"11/16/2020","46.17","47.85","47.85","46.17","-2.66%"
"11/13/2020","47.43","47.00","47.87","47.00","0.91%"
"11/12/2020","47.00","45.86","47.00","45.86","3.46%"
"11/11/2020","45.43","45.35","45.43","45.35","-0.50%"
"11/10/2020","45.66","48.35","48.35","45.66","-4.18%"
"11/09/2020","47.65","50.36","50.36","47.65","-5.04%"
"11/06/2020","50.18","51.87","51.87","50.18","-1.47%"
"11/05/2020","50.93","55.36","55.36","50.93","-6.86%"
"11/04/2020","54.68","57.35","57.35","54.68","-3.51%"
"11/03/2020","56.67","59.34","59.34","56.67","-3.41%"
"11/02/2020","58.67","58.67","58.67","58.67","-1.68%"
"10/30/2020","59.67","57.18","59.67","57.18","4.35%"
"10/29/2020","57.18","55.87","57.18","55.87","1.31%"
"10/28/2020","56.44","52.88","56.44","52.88","7.61%"
"10/27/2020","52.45","51.39","52.45","51.39","2.46%"
"10/26/2020","51.19","49.89","51.19","49.89","2.50%"
"10/23/2020","49.94","50.38","50.38","49.94","-1.46%"
"10/22/2020","50.68","51.38","51.38","50.68","1.50%"
"10/21/2020","49.93","50.36","50.36","49.93","-0.50%"
"10/20/2020","50.18","50.39","50.39","50.18","-0.02%"
"10/19/2020","50.19","51.38","51.38","50.19","-0.99%"
"10/16/2020","50.69","51.88","51.88","50.69","-2.41%"
"10/15/2020","51.94","48.88","51.94","48.88","6.11%"
"10/14/2020","48.95","51.39","51.39","48.95","1.03%"
"10/13/2020","48.45","48.39","48.45","48.39","0.54%"
"10/12/2020","48.19","48.89","48.89","48.19","-2.55%"
"10/09/2020","49.45","51.39","51.39","49.45","-3.42%"
"10/08/2020","51.20","56.38","56.38","51.20","-1.88%"
"10/07/2020","52.18","52.89","52.89","52.18","-1.44%"
"10/06/2020","52.94","54.87","54.87","52.94","-3.64%"
"10/05/2020","54.94","56.38","56.38","54.94","-2.24%"
"10/02/2020","56.20","58.39","58.39","56.20","-2.58%"
"10/01/2020","57.69","59.87","59.87","57.69","-2.10%"
"09/30/2020","58.93","60.87","60.87","58.93","-2.50%"
"09/29/2020","60.44","60.37","60.44","60.37","0.42%"
"09/28/2020","60.19","57.89","60.19","57.89","-1.21%"
"09/25/2020","60.93","60.37","60.93","60.37","1.25%"
"09/24/2020","60.18","57.89","60.18","57.89","5.69%"
"09/23/2020","56.94","47.89","56.94","47.89","0.44%"
"09/22/2020","56.69","54.94","56.69","54.94","4.08%"
"09/21/2020","54.47","50.40","54.47","50.40","13.62%"
"09/18/2020","47.94","48.90","48.90","47.94","-0.54%"
"09/17/2020","48.20","47.89","48.20","47.89","1.58%"
"09/16/2020","47.45","48.90","48.90","47.45","-3.06%"
"09/15/2020","48.95","50.40","50.40","48.95","-3.45%"
"09/14/2020","50.70","51.40","51.40","50.70","-1.00%"
"09/11/2020","51.21","50.41","51.21","50.41","2.05%"
"09/10/2020","50.18","48.39","50.18","48.39","0.48%"
"09/09/2020","49.94","50.41","50.41","49.94","-0.52%"
"09/08/2020","50.20","48.91","50.20","48.91","2.55%"
"09/07/2020","48.95","48.39","48.95","48.39","1.58%"
"09/04/2020","48.19","49.38","49.38","48.19","1.56%"
"09/03/2020","47.45","54.86","54.86","47.45","-0.02%"
"09/02/2020","47.46","49.38","49.38","47.46","-3.04%"
"09/01/2020","48.95","49.38","49.38","48.95","-0.47%"
"08/31/2020","49.18","49.38","49.38","49.18","-0.02%"
"08/28/2020","49.19","49.37","49.37","49.19","-1.01%"
"08/27/2020","49.69","49.89","49.89","49.69","-0.48%"
"08/26/2020","49.93","50.88","50.88","49.93","-2.90%"
"08/25/2020","51.42","52.87","52.87","51.42","-2.85%"
"08/24/2020","52.93","53.87","53.87","52.93","-2.77%"
"08/21/2020","54.44","54.86","54.86","54.44","-0.91%"
"08/20/2020","54.94","54.86","54.94","54.86","-0.88%"
"08/19/2020","55.43","57.34","57.34","55.43","-3.04%"
"08/18/2020","57.17","57.35","57.35","57.17","0.00%"
"08/17/2020","57.17","57.33","57.33","57.17","0.00%"
"08/14/2020","57.17","57.84","57.84","57.17","0.46%"
"08/13/2020","56.91","57.84","57.84","56.91","-0.87%"
"08/12/2020","57.41","59.34","59.34","57.41","-2.13%"
"08/11/2020","58.66","60.83","60.83","58.66","-2.10%"
"08/10/2020","59.92","61.32","61.32","59.92","-2.82%"
"08/07/2020","61.66","62.33","62.33","61.66","-0.80%"
"08/06/2020","62.16","66.30","66.30","62.16","0.02%"
"08/05/2020","62.15","66.30","66.30","62.15","-4.62%"
"08/04/2020","65.16","66.31","66.31","65.16","-1.50%"
"08/03/2020","66.15","66.65","66.65","66.15","-0.76%"
"07/31/2020","66.65","66.65","66.65","66.65","-0.38%"
"07/30/2020","66.91","63.83","66.91","63.83","3.88%"
"07/29/2020","64.41","62.84","64.41","62.84","1.56%"
"07/28/2020","63.42","62.34","63.42","62.34","2.01%"
"07/27/2020","62.17","61.84","62.17","61.84","0.42%"
"07/24/2020","61.91","61.85","61.91","61.85","-0.02%"
"07/23/2020","61.92","63.84","63.84","61.92","-1.59%"
"07/22/2020","62.92","64.34","64.34","62.92","-0.40%"
"07/21/2020","63.17","66.33","66.33","63.17","-3.79%"
"07/20/2020","65.66","69.31","69.31","65.66","-4.36%"
"07/17/2020","68.65","69.32","69.32","68.65","-0.74%"
"07/16/2020","69.16","69.32","69.32","69.16","0.00%"
"07/15/2020","69.16","72.30","72.30","69.16","-4.81%"
"07/14/2020","72.65","73.29","73.29","72.65","-0.65%"
"07/13/2020","73.13","74.28","74.28","73.13","-0.69%"
"07/10/2020","73.64","63.39","73.64","63.39","2.78%"
"07/09/2020","71.65","67.40","71.65","67.40","2.49%"
"07/08/2020","69.91","68.81","69.91","68.81","1.47%"
"07/07/2020","68.90","68.82","68.90","68.82","0.73%"
"07/06/2020","68.40","67.40","68.40","67.40","-4.87%"
"07/03/2020","71.90","68.37","71.90","68.37","0.35%"
"07/02/2020","71.65","73.78","73.78","71.65","-3.02%"
"07/01/2020","73.88","76.25","76.25","73.88","-2.31%"
"06/30/2020","75.63","77.75","77.75","75.63","-4.11%"
"06/29/2020","78.87","76.67","78.87","76.67","2.87%"
"06/26/2020","76.67","76.67","76.67","76.67","3.38%"
"06/25/2020","74.16","70.35","74.16","70.35","6.83%"
"06/24/2020","69.42","68.37","69.42","68.37","2.59%"
"06/23/2020","67.67","63.93","67.67","63.93","-2.90%"
"06/22/2020","69.69","65.90","69.69","65.90","4.88%"
"06/19/2020","66.45","65.90","66.45","65.90","1.51%"
"06/18/2020","65.46","63.93","65.46","63.93","2.35%"
"06/17/2020","63.96","65.71","65.71","63.96","-2.66%"
"06/16/2020","65.71","60.41","65.71","60.41","-6.38%"
"06/15/2020","70.19","67.40","70.19","67.40","2.17%"
"06/12/2020","68.70","68.87","68.87","68.70","-2.47%"
"06/11/2020","70.44","63.90","70.44","63.90","8.47%"
"06/10/2020","64.94","63.39","64.94","63.39","1.17%"
"06/09/2020","64.19","60.92","64.19","60.92","4.44%"
"06/08/2020","61.46","60.41","61.46","60.41","0.42%"
"06/05/2020","61.20","69.18","72.32","61.20","-8.91%"
"06/04/2020","67.19","68.37","68.37","68.37","-2.88%"
"06/03/2020","69.18","72.32","72.32","69.18","-5.44%"
"06/02/2020","73.16","79.26","79.26","73.16","-7.54%"
"06/01/2020","79.13","81.24","81.24","79.13","-1.85%"
"05/29/2020","80.62","80.24","80.62","80.24","3.82%"
"05/28/2020","77.65","80.24","80.24","77.65","-4.28%"
"05/27/2020","81.12","91.61","91.61","81.12","-9.67%"
"05/26/2020","89.80","95.06","95.06","89.80","-3.99%"
"05/25/2020","93.53","95.06","95.06","93.53","0.00%"
"05/22/2020","93.53","96.05","96.05","93.53","-1.05%"
"05/21/2020","94.52","96.54","96.54","94.52","-1.31%"
"05/20/2020","95.77","100.00","100.00","95.77","-4.23%"
"05/19/2020","100.00","103.94","103.94","100.00","-2.88%"
"05/18/2020","102.97","106.41","106.41","102.97","-3.04%"
"05/15/2020","106.20","104.93","106.20","104.93","1.18%"
"05/14/2020","104.96","101.97","104.96","101.97","3.43%"
"05/13/2020","101.48","104.93","104.93","101.48","1.48%"
"05/12/2020","100.00","104.93","104.93","100.00","-1.22%"
"05/11/2020","101.24","102.95","102.95","101.24","-1.68%"
"05/08/2020","102.97","102.95","102.97","102.95","-0.01%"
"05/07/2020","102.98","104.93","104.93","102.98","-1.89%"
"05/06/2020","104.96","104.93","104.96","104.93","-0.47%"
"05/05/2020","105.46","122.18","122.18","105.46","-0.94%"
"05/04/2020","106.46","122.18","122.18","106.46","0.95%"
"05/01/2020","105.46","102.47","105.46","102.47","3.16%"
"04/30/2020","102.23","102.47","102.47","102.23","0.99%"
"04/29/2020","101.23","107.40","107.40","101.23","-4.01%"
"04/28/2020","105.46","107.40","107.40","105.46","-1.61%"
"04/27/2020","107.19","114.78","114.78","107.19","-5.87%"
"04/24/2020","113.88","114.79","114.79","113.88","1.33%"
"04/23/2020","112.39","119.71","119.71","112.39","-5.04%"
"04/22/2020","118.36","122.18","122.18","118.36","-4.02%"
"04/21/2020","123.32","122.18","123.32","121.10","1.83%"
"04/20/2020","121.10","119.73","121.10","119.73","1.03%"
"04/17/2020","119.86","122.20","122.20","119.86","-3.97%"
"04/16/2020","124.82","122.20","124.82","122.20","1.00%"
"04/15/2020","123.59","132.07","132.07","123.59","4.19%"
"04/14/2020","118.62","136.95","136.95","118.62","-3.99%"
"04/13/2020","123.55","127.11","127.11","123.55","0.00%"
"04/10/2020","123.55","114.76","123.55","114.76","0.01%"
"04/09/2020","123.54","136.95","136.95","123.54","-9.15%"
"04/08/2020","135.98","136.96","136.96","135.98","-0.01%"
"04/07/2020","136.00","139.45","139.45","136.00","-4.38%"
"04/06/2020","142.23","141.93","142.23","141.93","-0.85%"
"04/03/2020","143.45","139.73","143.45","139.73","2.66%"
"04/02/2020","139.73","114.76","139.73","114.76","0.00%"
"04/01/2020","139.73","132.07","139.73","132.07","5.82%"
"03/31/2020","132.04","114.76","132.04","114.76","0.05%"
"03/30/2020","131.97","114.76","131.97","114.76","5.76%"
"03/27/2020","124.78","114.76","124.78","114.76","13.57%"
"03/26/2020","109.87","109.85","109.87","109.85","8.54%"
"03/25/2020","101.23","109.85","109.85","101.23","-7.91%"
"03/24/2020","109.92","124.58","124.58","109.92","-11.91%"
"03/23/2020","124.78","132.94","132.94","124.78","1.20%"
"03/20/2020","123.30","132.94","132.94","123.30","-6.80%"
"03/19/2020","132.30","144.32","144.32","132.30","-9.50%"
"03/18/2020","146.19","129.57","146.19","129.57","11.77%"
"03/17/2020","130.79","132.52","132.52","130.79","-2.22%"
"03/16/2020","133.76","119.71","133.76","119.71","9.30%"
"03/13/2020","122.38","117.23","122.38","117.23","-2.96%"
"03/12/2020","126.11","102.46","126.11","102.46","20.41%"
"03/11/2020","104.73","97.53","104.73","97.53","3.43%"
"03/10/2020","101.26","104.92","104.92","101.26","-5.76%"
"03/09/2020","107.45","82.24","107.45","82.24","32.47%"
"03/06/2020","81.11","72.33","81.11","72.33","13.98%"
"03/05/2020","71.16","65.37","71.16","65.37","9.14%"
"03/04/2020","65.20","66.43","66.43","65.20","-0.76%"
"03/03/2020","65.70","66.89","66.89","65.70","-2.61%"
"03/02/2020","67.46","62.94","67.46","62.94","4.65%"
"02/28/2020","64.46","59.43","64.46","59.43","9.78%"
"02/27/2020","58.72","54.47","58.72","54.47","10.31%"
"02/26/2020","53.23","52.97","53.23","52.97","2.39%"
"02/25/2020","51.99","50.46","51.99","50.46","5.58%"
"02/24/2020","49.24","44.99","49.24","44.99","11.93%"
"02/21/2020","43.99","43.99","43.99","43.99","1.15%"
"02/20/2020","43.49","42.99","43.49","42.99","1.16%"
"02/19/2020","42.99","42.99","42.99","42.99","0.00%"
"02/18/2020","42.99","42.49","42.99","42.49","0.58%"
"02/17/2020","42.74","43.47","43.47","42.74","-1.18%"
"02/14/2020","43.25","43.48","43.48","43.25","0.02%"
"02/13/2020","43.24","43.48","43.48","43.24","0.00%"
"02/12/2020","43.24","45.46","45.46","43.24","-3.35%"
"02/11/2020","44.74","46.48","46.48","44.74","-1.11%"
"02/10/2020","45.24","45.48","45.48","45.24","2.24%"
"02/07/2020","44.25","44.25","44.25","44.25","4.76%"
"02/06/2020","42.24","43.48","43.48","42.24","-1.15%"
"02/05/2020","42.73","44.98","44.98","42.73","-2.84%"
"02/04/2020","43.98","46.48","46.48","43.98","-2.81%"
"02/03/2020","45.25","45.99","45.99","45.25","0.53%"
"01/31/2020","45.01","45.49","45.49","45.01","1.72%"
"01/30/2020","44.25","45.00","45.00","44.25","1.72%"
"01/29/2020","43.50","44.98","44.98","43.50","0.02%"
"01/28/2020","43.49","45.50","45.50","43.49","-1.76%"
"01/27/2020","44.27","44.51","44.51","44.27","1.17%"
"01/24/2020","43.76","44.49","44.49","43.76","1.16%"
"01/23/2020","43.26","44.00","44.00","43.26","0.60%"
"01/22/2020","43.00","43.50","43.50","43.00","0.58%"
"01/21/2020","42.75","42.50","42.75","42.50","1.18%"
"01/20/2020","42.25","43.51","43.51","42.25","-1.17%"
"01/17/2020","42.75","43.50","43.50","42.75","0.00%"
"01/16/2020","42.75","43.50","43.50","42.75","0.00%"
"01/15/2020","42.75","42.50","42.75","42.50","2.40%"
