"Date","Price","Open","High","Low","Change %"
"10/07/2014","56.58","56.58","56.58","56.58","3.61%"
"10/06/2014","54.61","54.61","54.61","54.61","-3.46%"
"10/03/2014","56.57","56.57","56.57","56.57","-3.38%"
"10/02/2014","58.55","58.55","58.55","58.55","1.65%"
"10/01/2014","57.60","57.60","57.60","57.60","12.61%"
"09/19/2014","51.15","51.15","51.15","51.15","-0.89%"
"09/18/2014","51.61","51.61","51.61","51.61","-0.06%"
"09/17/2014","51.64","51.64","51.64","51.64","-1.86%"
"09/16/2014","52.62","51.64","52.62","51.64","1.88%"
"09/15/2014","51.65","51.62","51.65","51.62","2.08%"
"09/12/2014","50.60","51.15","51.15","50.60","-1.09%"
"09/11/2014","51.16","51.65","51.65","51.15","-0.93%"
"09/10/2014","51.64","51.65","51.65","51.64","0.00%"
"09/09/2014","51.64","50.66","51.64","50.66","1.93%"
"09/08/2014","50.66","50.66","50.66","50.66","1.93%"
"09/05/2014","49.70","50.66","50.66","49.70","-1.93%"
"09/04/2014","50.68","51.14","51.14","50.68","-0.90%"
"09/03/2014","51.14","51.65","51.65","51.14","-0.97%"
"09/02/2014","51.64","53.62","53.62","51.64","-3.71%"
"09/01/2014","53.63","53.63","53.63","53.63","-0.87%"
"08/29/2014","54.10","53.60","54.10","53.60","0.95%"
"08/28/2014","53.59","53.59","53.59","53.59","1.84%"
"08/27/2014","52.62","52.62","52.62","52.62","0.02%"
"08/26/2014","52.61","52.61","52.61","52.61","-6.19%"
"08/25/2014","56.08","56.08","56.08","56.08","0.00%"
"08/22/2014","56.08","56.08","56.08","56.08","0.88%"
"08/21/2014","55.59","55.59","55.59","55.59","-0.91%"
"08/20/2014","56.10","56.10","56.10","56.10","0.00%"
"08/19/2014","56.10","56.10","56.10","56.10","-1.72%"
"08/18/2014","57.08","57.08","57.08","57.08","-2.54%"
"08/15/2014","58.57","58.57","58.57","58.57","0.02%"
"08/14/2014","58.56","58.56","58.56","58.56","-4.83%"
"08/13/2014","61.53","61.53","61.53","61.53","-2.36%"
"08/12/2014","63.02","63.02","63.02","63.02","0.80%"
"08/11/2014","62.52","62.52","62.52","62.52","-4.48%"
"08/08/2014","65.45","65.45","65.45","65.45","-0.06%"
"08/07/2014","65.49","65.49","65.49","65.49","5.58%"
"08/06/2014","62.03","62.03","62.03","62.03","1.66%"
"08/05/2014","61.02","61.02","61.02","61.02","-3.16%"
"08/04/2014","63.01","63.01","63.01","63.01","-1.55%"
"08/01/2014","64.00","64.00","64.00","64.00","2.40%"
"07/31/2014","62.50","62.50","62.50","62.50","8.68%"
"07/30/2014","57.51","57.51","57.51","57.51","-0.93%"
"07/29/2014","58.05","58.05","58.05","58.05","0.85%"
"07/28/2014","57.56","57.56","57.56","57.56","-0.86%"
"07/25/2014","58.06","58.06","58.06","58.06","0.89%"
"07/24/2014","57.55","57.55","57.55","57.55","0.84%"
"07/23/2014","57.07","57.07","57.07","57.07","-0.82%"
"07/22/2014","57.54","57.54","57.54","57.54","-1.73%"
"07/21/2014","58.55","58.55","58.55","58.55","-0.02%"
"07/18/2014","58.56","58.56","58.56","58.56","-0.83%"
"07/17/2014","59.05","59.05","59.05","59.05","1.72%"
"07/16/2014","58.05","59.54","59.54","58.05","-2.52%"
"07/15/2014","59.55","58.56","59.55","58.56","1.69%"
"07/14/2014","58.56","59.05","59.05","58.56","-0.83%"
"07/11/2014","59.05","59.05","59.05","59.05","0.00%"
"07/10/2014","59.05","57.07","59.05","57.07","3.49%"
"07/09/2014","57.06","56.58","57.06","56.58","0.85%"
"07/08/2014","56.58","55.09","56.58","55.09","2.70%"
"07/07/2014","55.09","54.59","55.09","54.59","0.90%"
"07/04/2014","54.60","55.24","55.24","54.60","0.02%"
"07/03/2014","54.59","54.59","54.59","54.59","-2.62%"
"07/02/2014","56.06","56.06","56.06","56.06","-0.92%"
"07/01/2014","56.58","56.58","56.58","56.58","-4.20%"
"06/30/2014","59.06","59.06","59.06","59.06","2.61%"
"06/27/2014","57.56","57.56","57.56","57.56","2.62%"
"06/26/2014","56.09","53.95","56.09","53.87","3.64%"
"06/25/2014","54.12","54.12","54.12","54.12","3.82%"
"06/24/2014","52.13","52.13","52.13","52.13","-0.02%"
"06/23/2014","52.14","52.14","52.14","52.14","0.06%"
"06/20/2014","52.11","52.11","52.11","52.11","6.04%"
"06/19/2014","49.14","51.61","51.61","49.14","-4.79%"
"06/18/2014","51.61","51.61","51.61","51.61","1.00%"
"06/17/2014","51.10","51.10","51.10","51.10","-0.95%"
"06/16/2014","51.59","51.59","51.59","51.59","1.98%"
"06/13/2014","50.59","50.59","50.59","50.59","4.12%"
"06/12/2014","48.59","48.59","48.59","48.59","0.00%"
"06/11/2014","48.59","48.59","48.59","48.59","0.00%"
"06/10/2014","48.59","48.59","48.59","48.59","2.08%"
"06/09/2014","47.60","47.60","47.60","47.60","-7.70%"
"06/06/2014","51.57","51.57","51.57","51.57","-10.33%"
"06/05/2014","57.51","57.51","57.51","57.51","-4.91%"
"06/04/2014","60.48","60.48","60.48","60.48","0.02%"
"06/03/2014","60.47","60.47","60.47","60.47","0.02%"
"06/02/2014","60.46","60.46","60.46","60.46","0.00%"
"05/30/2014","60.46","60.46","60.46","60.46","0.00%"
"05/29/2014","60.46","60.46","60.46","60.46","-0.02%"
"05/28/2014","60.47","60.47","60.47","60.47","-1.58%"
"05/27/2014","61.44","61.44","61.44","61.44","-4.61%"
"05/26/2014","64.41","64.41","64.41","64.41","0.00%"
"05/23/2014","64.41","64.41","64.41","64.41","-1.51%"
"05/22/2014","65.40","65.40","65.40","65.40","0.00%"
"05/21/2014","65.40","65.40","65.40","65.40","0.00%"
"05/20/2014","65.40","65.40","65.40","65.40","4.71%"
"05/19/2014","62.46","62.46","62.46","62.46","1.58%"
"05/16/2014","61.49","61.49","61.49","61.49","0.02%"
"05/15/2014","61.48","61.48","61.48","61.48","12.70%"
"05/14/2014","54.55","54.55","54.55","54.55","-0.07%"
"05/13/2014","54.59","54.59","54.59","54.59","-5.16%"
"05/12/2014","57.56","57.56","57.56","57.56","-3.41%"
"05/09/2014","59.59","59.59","59.59","59.59","3.53%"
"05/08/2014","57.56","57.56","57.56","57.56","-6.50%"
"05/07/2014","61.56","61.56","61.56","61.56","-0.79%"
"05/06/2014","62.05","62.05","62.05","62.05","-0.05%"
"05/05/2014","62.08","62.07","62.08","62.07","0.00%"
"05/02/2014","62.08","62.08","62.08","62.08","-1.55%"
"05/01/2014","63.06","64.55","64.55","63.06","-2.32%"
"04/30/2014","64.56","66.02","66.02","64.56","-2.23%"
"04/29/2014","66.03","67.50","67.50","66.03","-2.18%"
"04/28/2014","67.50","67.99","67.99","67.50","-0.74%"
"04/25/2014","68.00","66.02","68.00","66.02","3.00%"
"04/24/2014","66.02","65.04","66.02","65.04","1.52%"
"04/23/2014","65.03","65.03","65.03","65.03","0.02%"
"04/22/2014","65.02","66.03","66.03","65.02","-1.53%"
"04/21/2014","66.03","66.03","66.03","66.03","0.00%"
"04/18/2014","66.03","66.03","66.03","66.03","0.02%"
"04/17/2014","66.02","66.02","66.02","66.02","-0.05%"
"04/16/2014","66.05","66.05","66.05","66.05","0.75%"
"04/15/2014","65.56","65.05","65.56","65.05","0.78%"
"04/14/2014","65.05","65.05","65.05","65.05","-0.03%"
"04/11/2014","65.07","65.07","65.07","65.07","4.78%"
"04/10/2014","62.10","62.10","62.10","62.10","0.03%"
"04/09/2014","62.08","62.08","62.08","62.08","-5.31%"
"04/08/2014","65.56","65.56","65.56","65.56","-0.05%"
"04/07/2014","65.59","65.59","65.59","65.59","-0.02%"
"04/04/2014","65.60","65.60","65.60","65.60","-3.60%"
"04/03/2014","68.05","68.05","68.05","68.05","-2.80%"
"04/02/2014","70.01","70.01","70.01","70.01","1.42%"
"04/01/2014","69.03","69.03","69.03","69.03","-2.77%"
"03/31/2014","71.00","71.00","71.00","71.00","-1.38%"
"03/28/2014","71.99","71.99","71.99","71.99","-2.03%"
"03/27/2014","73.48","73.48","73.96","73.48","0.00%"
"03/26/2014","73.48","73.48","73.48","73.48","-3.25%"
"03/25/2014","75.95","75.95","75.95","75.95","0.01%"
"03/24/2014","75.94","75.94","75.94","75.94","1.99%"
"03/21/2014","74.46","74.46","74.46","74.46","-3.19%"
"03/20/2014","76.91","76.91","76.91","76.91","7.63%"
"03/19/2014","71.46","71.46","71.46","71.46","-2.03%"
"03/18/2014","72.94","72.94","72.94","72.94","-1.34%"
"03/17/2014","73.93","73.93","73.93","73.93","-1.32%"
"03/14/2014","74.92","74.92","74.92","74.92","0.00%"
"03/13/2014","74.92","74.92","74.92","74.92","2.69%"
"03/12/2014","72.96","72.96","72.96","72.96","2.08%"
"03/11/2014","71.47","71.47","71.47","71.47","-0.69%"
"03/10/2014","71.97","71.97","71.97","71.97","0.73%"
"03/07/2014","71.45","71.45","71.45","71.45","-0.69%"
"03/06/2014","71.95","73.95","73.95","71.95","-1.38%"
"03/05/2014","72.96","73.95","73.95","72.96","-1.34%"
"03/04/2014","73.95","76.90","76.90","73.95","-3.85%"
"03/03/2014","76.91","76.91","76.91","76.91","6.16%"
"02/28/2014","72.45","72.45","72.45","72.45","-0.71%"
"02/27/2014","72.97","72.97","72.97","72.97","0.68%"
"02/26/2014","72.48","72.48","72.48","72.48","0.01%"
"02/25/2014","72.47","73.94","73.94","72.46","0.01%"
"02/24/2014","72.46","72.46","72.46","72.46","-2.00%"
"02/21/2014","73.94","74.43","74.43","73.94","-1.33%"
"02/20/2014","74.94","74.94","74.94","74.94","0.66%"
"02/19/2014","74.45","74.45","74.45","74.45","0.00%"
"02/18/2014","74.45","74.45","74.45","74.45","0.00%"
"02/17/2014","74.45","74.94","74.94","74.45","-0.65%"
"02/14/2014","74.94","74.94","74.94","74.94","-2.56%"
"02/13/2014","76.91","76.91","76.91","76.91","1.29%"
"02/12/2014","75.93","75.93","75.93","75.93","1.32%"
"02/11/2014","74.94","74.94","74.94","74.94","-1.94%"
"02/10/2014","76.42","75.93","76.42","75.93","0.63%"
"02/07/2014","75.94","76.91","76.91","75.94","-1.25%"
"02/06/2014","76.90","78.88","78.88","76.90","-2.52%"
"02/05/2014","78.89","78.89","78.89","78.89","-0.62%"
"02/04/2014","79.38","79.38","79.38","79.38","0.00%"
"02/03/2014","79.38","79.38","79.38","79.38","0.60%"
"01/31/2014","78.91","78.91","78.91","78.91","1.30%"
"01/30/2014","77.90","77.90","77.90","77.90","0.00%"
"01/29/2014","77.90","78.39","78.39","77.90","-0.63%"
"01/28/2014","78.39","80.85","80.85","78.39","-3.63%"
"01/27/2014","81.34","80.85","81.34","80.85","0.61%"
"01/24/2014","80.85","74.45","80.85","74.45","8.58%"
"01/23/2014","74.46","69.03","74.46","69.03","7.87%"
"01/22/2014","69.03","67.56","69.03","67.56","2.18%"
"01/21/2014","67.56","67.56","67.56","67.56","0.00%"
"01/20/2014","67.56","67.06","67.56","67.06","0.72%"
"01/17/2014","67.08","67.08","67.08","67.08","1.50%"
"01/16/2014","66.09","66.09","66.09","66.09","1.55%"
"01/15/2014","65.08","66.57","66.57","65.08","-2.24%"
"01/14/2014","66.57","66.57","66.57","66.57","-0.39%"
"01/13/2014","66.83","66.08","66.83","66.08","1.10%"
"01/10/2014","66.10","66.10","66.10","66.10","0.03%"
"01/09/2014","66.08","65.59","66.08","65.59","0.76%"
"01/08/2014","65.58","65.58","65.58","65.58","-1.52%"
"01/07/2014","66.59","66.59","66.59","66.59","-0.75%"
"01/06/2014","67.09","67.09","67.09","67.09","-1.45%"
"01/03/2014","68.08","68.08","68.08","68.08","0.01%"
"01/02/2014","68.07","68.07","68.07","68.07","-1.43%"
"01/01/2014","69.06","69.06","69.06","69.06","0.00%"
"12/31/2013","69.06","69.06","69.06","69.06","-0.01%"
"12/30/2013","69.07","67.09","69.07","67.09","2.97%"
"12/27/2013","67.08","68.08","68.08","67.08","-1.47%"
"12/26/2013","68.08","68.08","68.08","68.08","0.00%"
"12/25/2013","68.08","68.08","68.08","68.08","0.00%"
"12/24/2013","68.08","68.08","68.08","68.08","0.00%"
"12/23/2013","68.08","68.08","68.08","68.08","0.01%"
"12/20/2013","68.07","68.07","68.07","68.07","1.14%"
"12/19/2013","67.30","71.50","71.50","67.30","-3.87%"
"12/18/2013","70.01","71.50","71.50","70.01","-2.08%"
"12/17/2013","71.50","71.99","71.99","71.50","-0.68%"
"12/16/2013","71.99","73.72","73.72","71.99","-1.68%"
"12/13/2013","73.22","73.71","73.71","73.22","-0.66%"
"12/12/2013","73.71","73.22","73.71","73.22","0.67%"
"12/11/2013","73.22","73.22","73.22","73.22","0.00%"
"12/10/2013","73.22","73.22","73.22","73.22","-0.34%"
"12/09/2013","73.47","73.47","73.47","73.47","-3.24%"
"12/06/2013","75.93","75.93","75.93","75.93","-0.62%"
"12/05/2013","76.40","76.40","76.40","76.40","1.96%"
"12/04/2013","74.93","74.93","74.93","74.93","4.07%"
"12/03/2013","72.00","72.00","72.00","72.00","1.39%"
"12/02/2013","71.01","71.01","71.01","71.01","-0.70%"
"11/29/2013","71.51","71.51","71.51","71.51","-3.33%"
"11/28/2013","73.97","73.97","73.97","73.97","0.00%"
"11/27/2013","73.97","73.97","73.97","73.97","-3.24%"
"11/26/2013","76.45","76.45","76.45","76.45","0.00%"
"11/25/2013","76.45","76.45","76.45","76.45","-2.50%"
"11/22/2013","78.41","78.41","78.41","78.41","-1.86%"
"11/21/2013","79.90","79.90","79.90","79.90","-1.20%"
"11/20/2013","80.87","79.89","80.87","79.89","0.61%"
"11/19/2013","80.38","79.89","80.38","79.89","0.61%"
"11/18/2013","79.89","80.87","80.87","79.89","-1.81%"
"11/15/2013","81.36","81.36","81.36","81.36","-0.60%"
"11/14/2013","81.85","81.85","81.85","81.85","0.00%"
"11/13/2013","81.85","81.85","81.85","81.85","3.74%"
"11/12/2013","78.90","78.40","78.90","78.40","0.62%"
"11/11/2013","78.41","78.41","78.41","78.41","-0.65%"
"11/08/2013","78.92","78.92","78.92","78.92","-0.01%"
"11/07/2013","78.93","84.82","84.82","78.93","-6.39%"
"11/06/2013","84.32","84.82","84.82","84.32","-0.58%"
"11/05/2013","84.81","84.81","84.81","84.81","-0.01%"
"11/04/2013","84.82","85.80","85.80","84.82","-1.14%"
"11/01/2013","85.80","86.29","86.29","85.80","-0.58%"
"10/31/2013","86.30","86.30","86.30","86.30","-1.67%"
"10/30/2013","87.77","87.77","87.77","87.77","-1.09%"
"10/29/2013","88.74","88.74","88.74","88.74","-1.63%"
"10/28/2013","90.21","90.21","90.21","90.21","-1.06%"
"10/25/2013","91.18","91.18","91.18","91.18","1.09%"
"10/24/2013","90.20","90.20","90.20","90.20","1.09%"
"10/23/2013","89.23","89.23","89.23","89.23","-0.56%"
"10/22/2013","89.73","89.73","89.73","89.73","-0.53%"
"10/21/2013","90.21","90.21","90.21","90.21","-0.01%"
"10/18/2013","90.22","90.22","90.22","90.22","-0.54%"
"10/17/2013","90.71","90.71","90.71","90.71","1.66%"
"10/16/2013","89.23","89.23","89.23","89.23","-1.09%"
"10/15/2013","90.21","92.66","92.66","90.21","-2.64%"
"10/14/2013","92.66","92.66","92.66","92.66","0.53%"
"10/11/2013","92.17","92.17","92.17","92.17","-1.05%"
"10/10/2013","93.15","93.15","93.15","93.15","-4.51%"
"10/09/2013","97.55","97.55","97.55","97.55","2.04%"
"10/08/2013","95.60","95.60","95.60","95.60","0.52%"
"10/07/2013","95.11","95.11","95.11","95.11","0.00%"
"10/04/2013","95.11","95.11","95.11","95.11","-1.52%"
"10/03/2013","96.58","96.58","96.58","96.58","0.51%"
"10/02/2013","96.09","96.09","96.09","96.09","0.00%"
"10/01/2013","96.09","96.09","96.09","96.09","-2.48%"
"09/30/2013","98.53","96.58","98.53","96.58","2.02%"
"09/27/2013","96.58","95.60","96.58","95.60","1.03%"
"09/26/2013","95.60","93.65","95.60","93.65","2.09%"
"09/25/2013","93.64","93.64","93.64","93.64","-1.04%"
"09/24/2013","94.62","94.62","94.62","94.62","0.00%"
"09/23/2013","94.62","94.62","94.62","94.62","2.10%"
"09/20/2013","92.67","92.67","92.67","92.67","4.99%"
"09/19/2013","88.27","88.27","88.27","88.27","-4.23%"
"09/18/2013","92.16","92.16","92.16","92.16","-1.06%"
"09/17/2013","93.15","93.15","93.15","93.15","0.00%"
"09/16/2013","93.15","93.15","93.15","93.15","-2.56%"
"09/13/2013","95.60","95.60","95.60","95.60","0.00%"
"09/12/2013","95.60","95.60","95.60","95.60","-1.00%"
"09/11/2013","96.57","96.58","96.58","96.57","0.00%"
"09/10/2013","96.57","98.53","98.53","96.57","-3.42%"
"09/09/2013","99.99","100.00","100.00","99.99","0.48%"
"09/06/2013","99.51","99.51","99.51","99.51","0.00%"
"09/05/2013","99.51","100.00","100.00","99.51","-0.48%"
"09/04/2013","99.99","99.02","99.99","99.02","0.98%"
"09/03/2013","99.02","99.51","99.51","99.02","0.00%"
"09/02/2013","99.02","99.02","99.02","99.02","-2.40%"
"08/30/2013","101.46","100.49","101.46","100.49","0.98%"
"08/29/2013","100.48","100.98","100.98","100.48","-0.49%"
"08/28/2013","100.97","101.47","101.47","100.97","-0.48%"
"08/27/2013","101.46","101.46","101.46","101.46","5.59%"
"08/26/2013","96.09","96.09","96.09","96.09","0.01%"
"08/23/2013","96.08","96.08","96.08","96.08","-2.00%"
"08/22/2013","98.04","98.04","98.04","98.04","-2.43%"
"08/21/2013","100.48","100.48","100.48","100.48","3.00%"
"08/20/2013","97.55","97.55","97.55","97.55","0.00%"
"08/19/2013","97.55","97.55","97.55","97.55","1.53%"
"08/16/2013","96.08","96.08","96.08","96.08","0.00%"
"08/15/2013","96.08","96.08","96.08","96.08","3.15%"
"08/14/2013","93.15","93.15","93.15","93.15","0.00%"
"08/13/2013","93.15","93.15","93.15","93.15","-1.55%"
"08/12/2013","94.62","94.62","94.62","94.62","0.00%"
"08/09/2013","94.62","94.62","94.62","94.62","0.00%"
"08/08/2013","94.62","94.62","94.62","94.62","-0.52%"
"08/07/2013","95.11","95.11","95.11","95.11","0.52%"
"08/06/2013","94.62","94.62","94.62","94.62","-1.03%"
"08/05/2013","95.60","95.60","95.60","95.60","0.00%"
"08/02/2013","95.60","95.60","95.60","95.60","0.00%"
"08/01/2013","95.60","95.60","95.60","95.60","-1.50%"
"07/31/2013","97.06","97.07","97.07","97.06","0.00%"
"07/30/2013","97.06","100.49","100.49","97.06","-3.87%"
"07/29/2013","100.97","100.49","100.97","100.49","0.49%"
"07/26/2013","100.48","100.49","100.49","100.48","0.00%"
"07/25/2013","100.48","98.04","100.48","98.04","2.49%"
"07/24/2013","98.04","99.51","99.51","98.04","-1.48%"
"07/23/2013","99.51","96.58","99.51","96.58","3.04%"
"07/22/2013","96.57","98.54","98.54","96.57","-1.99%"
"07/19/2013","98.53","100.98","100.98","98.53","-2.42%"
"07/18/2013","100.97","105.86","105.86","100.97","-4.17%"
"07/17/2013","105.36","105.36","105.36","105.36","-1.38%"
"07/16/2013","106.83","106.83","106.83","106.83","0.46%"
"07/15/2013","106.34","109.76","109.76","106.34","-3.12%"
"07/12/2013","109.76","109.76","109.76","109.76","4.18%"
"07/11/2013","105.36","106.34","106.34","105.36","-0.92%"
"07/10/2013","106.34","104.88","106.34","104.88","1.40%"
"07/09/2013","104.87","108.29","108.29","104.87","-4.03%"
"07/08/2013","109.27","109.27","109.27","109.27","0.00%"
"07/05/2013","109.27","109.27","109.27","109.27","-2.60%"
"07/04/2013","112.19","112.19","112.19","112.19","-4.17%"
"07/03/2013","117.07","117.07","117.07","117.07","4.35%"
"07/02/2013","112.19","113.17","113.17","112.19","-0.87%"
"07/01/2013","113.17","116.58","116.58","113.17","-2.11%"
"06/28/2013","115.61","115.61","115.61","115.61","2.16%"
"06/27/2013","113.17","115.11","115.11","113.17","-1.68%"
"06/26/2013","115.10","125.34","125.34","115.10","-8.14%"
"06/25/2013","125.30","131.68","131.68","125.30","-4.87%"
"06/24/2013","131.71","131.71","131.71","131.71","5.88%"
"06/21/2013","124.40","124.40","124.40","124.40","4.07%"
"06/20/2013","119.54","119.54","119.54","119.54","13.44%"
"06/19/2013","105.38","105.38","105.38","105.38","-0.92%"
"06/18/2013","106.36","106.36","106.36","106.36","1.88%"
"06/17/2013","104.40","107.34","107.34","104.40","-2.74%"
"06/14/2013","107.34","107.34","107.34","107.34","-5.98%"
"06/13/2013","114.17","114.17","114.17","114.17","-0.02%"
"06/12/2013","114.19","113.21","114.19","113.21","0.85%"
"06/11/2013","113.23","108.82","113.23","108.82","4.06%"
"06/10/2013","108.81","106.85","108.81","106.85","1.83%"
"06/07/2013","106.85","106.85","106.85","106.85","-6.43%"
"06/06/2013","114.19","108.81","114.19","108.81","4.95%"
"06/05/2013","108.81","104.40","108.81","104.40","4.22%"
"06/04/2013","104.40","109.30","109.30","104.40","-4.48%"
"06/03/2013","109.30","106.85","109.30","106.85","2.30%"
"05/31/2013","106.85","106.85","106.85","106.85","2.82%"
"05/30/2013","103.91","103.91","103.91","103.91","-0.47%"
"05/29/2013","104.41","104.41","104.41","104.41","4.92%"
"05/28/2013","99.51","99.51","99.51","99.51","-5.57%"
"05/27/2013","105.38","105.38","105.38","105.38","0.00%"
"05/24/2013","105.39","105.39","105.39","105.39","9.13%"
"05/23/2013","96.57","96.57","96.57","96.57","7.09%"
"05/22/2013","90.18","90.18","90.18","90.18","-3.64%"
"05/21/2013","93.59","93.59","93.59","93.59","3.82%"
"05/20/2013","90.14","90.14","90.14","90.14","0.06%"
"05/17/2013","90.09","91.06","91.06","90.09","-1.05%"
"05/16/2013","91.04","91.53","91.53","91.04","-0.51%"
"05/15/2013","91.51","92.99","92.99","91.51","-1.56%"
"05/14/2013","92.97","92.47","92.97","92.47","0.55%"
"05/13/2013","92.46","92.46","92.46","92.46","2.93%"
"05/10/2013","89.82","89.82","89.82","89.82","0.02%"
"05/09/2013","89.81","89.81","89.81","89.81","2.82%"
"05/08/2013","87.34","87.34","87.34","87.34","1.73%"
"05/07/2013","85.85","86.83","86.83","85.85","-1.10%"
"05/06/2013","86.81","86.81","86.81","86.81","0.08%"
"05/03/2013","86.73","91.63","91.63","86.73","-5.32%"
"05/02/2013","91.61","95.52","95.52","91.61","-4.07%"
"05/01/2013","95.50","95.50","95.50","95.50","0.02%"
"04/30/2013","95.47","95.47","95.47","95.47","-4.38%"
"04/29/2013","99.85","99.85","99.85","99.85","-3.25%"
"04/26/2013","103.20","103.20","103.20","103.20","-0.45%"
"04/25/2013","103.66","103.66","103.66","103.66","0.02%"
"04/24/2013","103.64","103.64","103.64","103.64","-1.83%"
"04/23/2013","105.57","105.57","105.57","105.57","-2.68%"
"04/22/2013","108.48","108.48","108.48","108.48","-0.83%"
"04/19/2013","109.39","109.39","109.39","109.39","-2.16%"
"04/18/2013","111.80","111.80","111.80","111.80","1.79%"
"04/17/2013","109.83","109.83","109.83","109.83","1.84%"
"04/16/2013","107.85","107.85","107.85","107.85","0.48%"
"04/15/2013","107.34","107.34","107.34","107.34","2.87%"
"04/12/2013","104.34","104.34","104.34","104.34","4.94%"
"04/11/2013","99.43","99.43","99.43","99.43","-1.81%"
"04/10/2013","101.27","103.22","103.22","101.27","-2.32%"
"04/09/2013","103.68","104.88","104.88","103.68","0.00%"
"04/08/2013","103.67","103.67","103.67","103.67","-2.25%"
"04/05/2013","106.06","106.06","106.06","106.06","-0.44%"
"04/04/2013","106.53","107.51","107.51","106.53","-0.89%"
"04/03/2013","107.49","107.49","107.49","107.49","-3.91%"
"04/02/2013","111.86","116.25","116.25","111.86","-3.76%"
"04/01/2013","116.23","116.23","116.23","116.23","0.05%"
"03/29/2013","116.18","116.18","116.18","116.18","-2.45%"
"03/28/2013","119.09","120.56","120.56","119.09","-1.21%"
"03/27/2013","120.55","110.78","120.55","110.78","8.83%"
"03/26/2013","110.77","106.86","110.77","106.86","3.67%"
"03/25/2013","106.84","106.84","106.84","106.84","12.91%"
"03/22/2013","94.63","91.69","94.63","91.69","3.21%"
"03/21/2013","91.68","91.36","91.68","91.36","0.37%"
"03/20/2013","91.34","90.98","91.34","90.98","0.30%"
"03/19/2013","91.07","91.07","91.07","91.07","3.73%"
"03/18/2013","87.80","87.80","87.80","87.80","2.32%"
"03/15/2013","85.80","85.80","85.80","85.80","0.02%"
"03/14/2013","85.79","86.12","86.12","85.79","-0.37%"
"03/13/2013","86.11","85.78","86.11","85.78","0.40%"
"03/12/2013","85.77","85.77","85.77","85.77","0.01%"
"03/11/2013","85.76","85.76","85.76","85.76","-0.70%"
"03/08/2013","86.36","87.68","87.68","86.36","-1.49%"
"03/07/2013","87.67","88.97","88.97","87.67","-1.45%"
"03/06/2013","88.96","90.59","90.59","88.96","-1.79%"
"03/05/2013","90.58","97.80","97.80","90.58","-7.83%"
"03/04/2013","98.27","93.80","98.27","93.80","4.77%"
"03/01/2013","93.80","91.84","93.80","91.84","2.14%"
"02/28/2013","91.83","91.50","91.83","91.50","0.37%"
"02/27/2013","91.49","93.45","93.45","91.49","-2.08%"
"02/26/2013","93.44","87.89","93.44","87.89","6.33%"
"02/25/2013","87.88","89.18","89.18","87.88","-1.42%"
"02/22/2013","89.15","89.15","89.15","89.15","0.38%"
"02/21/2013","88.81","88.81","88.81","88.81","2.65%"
"02/20/2013","86.52","86.52","86.52","86.52","-0.36%"
"02/19/2013","86.83","86.83","86.83","86.83","-2.14%"
"02/18/2013","88.73","88.73","88.73","88.73","2.62%"
"02/15/2013","86.47","86.46","86.47","86.46","0.02%"
"02/14/2013","86.45","87.10","87.10","86.45","-0.73%"
"02/13/2013","87.09","92.30","92.30","87.09","-5.64%"
"02/12/2013","92.29","94.57","94.57","92.29","-2.40%"
"02/11/2013","94.56","94.56","94.56","94.56","-1.31%"
"02/08/2013","95.82","95.18","95.82","95.18","0.00%"
"02/07/2013","95.82","95.82","95.82","95.82","0.01%"
"02/06/2013","95.81","96.13","96.13","95.81","-0.33%"
"02/05/2013","96.12","97.10","97.10","96.12","-1.00%"
"02/04/2013","97.09","91.99","97.09","91.99","2.80%"
"02/01/2013","94.44","94.44","94.44","94.44","0.01%"
"01/31/2013","94.43","92.80","94.43","92.80","1.77%"
"01/30/2013","92.79","91.16","92.79","91.16","1.80%"
"01/29/2013","91.15","89.84","91.15","89.84","1.47%"
"01/28/2013","89.83","89.83","89.83","89.83","3.55%"
"01/25/2013","86.75","86.75","86.75","86.75","0.02%"
"01/24/2013","86.73","86.09","86.73","86.09","0.76%"
"01/23/2013","86.08","85.44","86.08","85.42","0.77%"
"01/22/2013","85.42","84.71","85.42","84.14","0.86%"
"01/21/2013","84.69","84.69","84.69","84.69","0.77%"
"01/18/2013","84.05","83.78","84.05","83.78","0.35%"
"01/17/2013","83.76","84.58","84.58","83.76","-0.79%"
"01/16/2013","84.43","84.43","84.43","84.43","-0.67%"
"01/15/2013","85.00","82.12","85.00","82.12","3.52%"
"01/14/2013","82.11","80.82","82.11","80.82","1.65%"
"01/11/2013","80.78","80.48","80.78","79.21","0.39%"
"01/10/2013","80.46","80.14","80.46","78.71","0.42%"
"01/09/2013","80.12","81.09","81.09","80.12","-1.18%"
"01/08/2013","81.08","81.08","81.08","80.11","0.02%"
"01/07/2013","81.07","81.47","81.47","80.71","-0.45%"
"01/04/2013","81.43","80.49","81.43","79.23","1.19%"
"01/03/2013","80.48","80.48","80.48","80.48","-2.75%"
"01/02/2013","82.75","82.75","82.75","82.75","-7.47%"
"01/01/2013","89.43","89.43","89.43","89.43","0.01%"
