"Date","Price","Open","High","Low","Change %"
"10/15/2021","28.49","29.71","29.71","28.49","-1.25%"
"10/14/2021","28.85","30.18","30.18","28.85","-4.12%"
"10/13/2021","30.09","30.18","30.18","30.09","0.00%"
"10/12/2021","30.09","29.70","30.09","29.70","0.80%"
"10/11/2021","29.85","29.94","29.94","29.85","-3.62%"
"10/08/2021","30.97","29.94","30.97","29.94","1.64%"
"10/07/2021","30.47","29.70","30.47","29.70","0.40%"
"10/06/2021","30.35","28.98","30.35","28.98","1.20%"
"10/05/2021","29.99","28.51","29.99","28.51","4.31%"
"10/04/2021","28.75","28.03","28.75","28.03","0.84%"
"10/01/2021","28.51","28.03","28.51","28.03","0.00%"
"09/30/2021","28.51","28.27","28.51","28.27","-0.42%"
"09/29/2021","28.63","28.03","28.63","28.03","0.42%"
"09/28/2021","28.51","30.55","30.55","28.51","-4.23%"
"09/27/2021","29.77","30.03","30.03","29.77","2.62%"
"09/24/2021","29.01","29.77","29.77","29.01","0.45%"
"09/23/2021","28.88","30.03","30.03","28.88","-3.77%"
"09/22/2021","30.01","30.29","30.29","30.01","-2.06%"
"09/21/2021","30.64","30.78","30.78","30.64","-0.81%"
"09/20/2021","30.89","28.24","30.89","28.24","20.52%"
"09/17/2021","25.63","26.27","26.27","25.63","0.00%"
"09/16/2021","25.63","26.27","26.27","25.63","-1.91%"
"09/15/2021","26.13","26.52","26.52","26.13","-0.50%"
"09/14/2021","26.26","26.77","26.77","26.26","-0.45%"
"09/13/2021","26.38","27.02","27.02","26.38","-2.33%"
"09/10/2021","27.01","27.02","27.02","27.01","0.00%"
"09/09/2021","27.01","27.02","27.02","27.01","3.84%"
"09/08/2021","26.01","27.02","27.02","26.01","0.00%"
"09/07/2021","26.01","27.02","27.02","26.01","0.00%"
"09/06/2021","26.01","27.52","27.52","26.01","-2.80%"
"09/03/2021","26.76","27.52","27.52","26.76","0.00%"
"09/02/2021","26.76","27.52","27.52","26.76","0.00%"
"09/01/2021","26.76","28.02","28.02","26.76","-2.73%"
"08/31/2021","27.51","28.02","28.02","27.51","1.85%"
"08/30/2021","27.01","28.02","28.02","27.01","0.00%"
"08/27/2021","27.01","28.02","28.02","27.01","0.00%"
"08/26/2021","27.01","28.02","28.02","27.01","0.00%"
"08/25/2021","27.01","28.02","28.02","27.01","0.00%"
"08/24/2021","27.01","29.02","29.02","27.01","-3.57%"
"08/23/2021","28.01","29.02","29.02","28.01","-1.75%"
"08/20/2021","28.51","29.02","29.02","28.51","0.04%"
"08/19/2021","28.50","28.51","28.51","28.50","2.70%"
"08/18/2021","27.75","28.51","28.51","27.75","0.00%"
"08/17/2021","27.75","28.51","28.51","27.75","0.00%"
"08/16/2021","27.75","28.51","28.51","27.75","0.00%"
"08/13/2021","27.75","28.51","28.51","27.75","0.00%"
"08/12/2021","27.75","27.75","27.75","27.75","0.00%"
"08/11/2021","27.75","28.51","28.51","27.75","0.00%"
"08/10/2021","27.75","28.26","28.26","27.75","0.43%"
"08/09/2021","27.63","28.26","28.26","27.63","0.00%"
"08/06/2021","27.63","28.51","28.51","27.63","-0.43%"
"08/05/2021","27.75","28.51","28.51","27.75","0.00%"
"08/04/2021","27.75","28.51","28.51","27.75","0.00%"
"08/03/2021","27.75","28.51","28.51","27.75","0.00%"
"08/02/2021","27.75","28.51","28.51","27.75","0.00%"
"07/30/2021","27.75","28.51","28.51","27.75","1.83%"
"07/29/2021","27.25","30.01","30.01","27.25","-6.03%"
"07/28/2021","29.00","30.01","30.01","29.00","0.00%"
"07/27/2021","29.00","29.51","29.51","29.00","0.87%"
"07/26/2021","28.75","29.51","29.51","28.75","-0.03%"
"07/23/2021","28.76","30.02","30.02","28.76","-2.54%"
"07/22/2021","29.51","30.02","30.02","29.51","0.00%"
"07/21/2021","29.51","31.02","31.02","29.51","-3.25%"
"07/20/2021","30.50","31.01","31.01","30.50","0.00%"
"07/19/2021","30.50","30.01","30.50","30.01","3.35%"
"07/16/2021","29.51","30.02","30.02","29.51","0.00%"
"07/15/2021","29.51","30.02","30.02","29.51","0.00%"
"07/14/2021","29.51","30.02","30.02","29.51","0.00%"
"07/13/2021","29.51","30.02","30.02","29.51","-1.67%"
"07/12/2021","30.01","30.02","30.02","30.01","0.00%"
"07/09/2021","30.01","31.02","31.02","30.01","-1.64%"
"07/08/2021","30.51","29.77","30.51","29.77","5.64%"
"07/07/2021","28.88","29.77","29.77","28.88","0.00%"
"07/06/2021","28.88","29.52","29.52","28.88","2.19%"
"07/05/2021","28.26","29.27","29.27","28.26","0.46%"
"07/02/2021","28.13","29.02","29.02","28.13","0.43%"
"07/01/2021","28.01","29.27","29.27","28.01","-0.43%"
"06/30/2021","28.13","29.27","29.27","28.13","0.00%"
"06/29/2021","28.13","29.27","29.27","28.13","0.00%"
"06/28/2021","28.13","28.77","28.77","28.13","0.90%"
"06/25/2021","27.88","29.52","29.52","27.88","-1.34%"
"06/24/2021","28.26","29.77","29.77","28.26","-2.18%"
"06/23/2021","28.89","30.02","30.02","28.89","-0.41%"
"06/22/2021","29.01","30.27","30.27","29.01","-2.09%"
"06/21/2021","29.63","29.77","29.77","29.63","0.85%"
"06/18/2021","29.38","29.03","29.38","29.03","4.89%"
"06/17/2021","28.01","28.99","28.99","28.01","0.07%"
"06/16/2021","27.99","29.74","30.74","27.99","-0.89%"
"06/15/2021","28.24","30.49","30.49","28.24","-2.18%"
"06/14/2021","28.87","29.74","29.74","28.87","0.00%"
"06/11/2021","28.87","29.99","29.99","28.87","-2.10%"
"06/10/2021","29.49","30.49","30.49","29.49","-5.60%"
"06/09/2021","31.24","30.49","31.24","30.49","-1.58%"
"06/08/2021","31.74","30.74","31.74","30.74","1.18%"
"06/07/2021","31.37","30.74","31.37","30.74","0.00%"
"06/04/2021","31.37","30.49","31.37","30.49","0.42%"
"06/03/2021","31.24","29.49","31.24","29.49","3.31%"
"06/02/2021","30.24","29.99","30.24","29.99","-0.82%"
"06/01/2021","30.49","30.24","30.49","30.24","-2.02%"
"05/31/2021","31.12","30.24","31.12","30.24","0.00%"
"05/28/2021","31.12","30.24","31.12","30.24","0.00%"
"05/27/2021","31.12","30.74","31.12","30.74","-2.35%"
"05/26/2021","31.87","30.74","31.87","30.74","-1.54%"
"05/25/2021","32.37","30.74","32.37","30.74","0.00%"
"05/24/2021","32.37","30.74","32.37","30.74","0.00%"
"05/21/2021","32.37","29.49","32.37","29.49","-0.37%"
"05/20/2021","32.49","29.99","32.49","29.99","1.56%"
"05/19/2021","31.99","29.74","31.99","29.74","3.63%"
"05/18/2021","30.87","29.49","30.87","29.49","2.08%"
"05/17/2021","30.24","29.49","30.24","29.49","0.00%"
"05/14/2021","30.24","29.74","30.24","29.74","-2.04%"
"05/13/2021","30.87","29.74","30.87","29.74","3.35%"
"05/12/2021","29.87","29.24","29.87","29.24","0.84%"
"05/11/2021","29.62","28.49","29.62","28.49","3.06%"
"05/10/2021","28.74","28.24","28.74","28.24","0.00%"
"05/07/2021","28.74","28.49","28.74","28.49","0.00%"
"05/06/2021","28.74","28.24","28.74","28.24","0.42%"
"05/05/2021","28.62","28.49","28.62","28.49","-0.42%"
"05/04/2021","28.74","27.99","28.74","27.99","2.68%"
"05/03/2021","27.99","27.99","27.99","27.99","0.00%"
"04/30/2021","27.99","27.74","27.99","27.74","0.43%"
"04/29/2021","27.87","27.99","27.99","27.87","-2.18%"
"04/28/2021","28.49","27.99","28.49","27.99","7.55%"
"04/27/2021","26.49","27.99","27.99","26.49","1.92%"
"04/26/2021","25.99","27.49","27.49","25.99","0.97%"
"04/23/2021","25.74","27.49","27.49","25.74","0.00%"
"04/22/2021","25.74","31.72","31.72","25.74","-15.22%"
"04/21/2021","30.36","30.74","30.74","30.36","1.64%"
"04/20/2021","29.87","30.48","30.48","29.87","0.44%"
"04/19/2021","29.74","30.48","30.48","29.74","0.00%"
"04/16/2021","29.74","30.99","30.99","29.74","-2.46%"
"04/15/2021","30.49","32.99","32.99","30.49","-6.16%"
"04/14/2021","32.49","35.86","35.86","32.49","-4.24%"
"04/13/2021","33.93","36.14","36.14","33.93","-3.25%"
"04/12/2021","35.07","36.70","36.70","35.07","-0.79%"
"04/09/2021","35.35","36.99","36.99","35.35","-0.39%"
"04/08/2021","35.49","36.99","36.99","35.49","0.00%"
"04/07/2021","35.49","38.99","38.99","35.49","-2.74%"
"04/06/2021","36.49","49.99","49.99","36.49","-17.98%"
"04/05/2021","44.49","49.99","49.99","44.49","0.00%"
"04/02/2021","44.49","49.99","49.99","44.49","0.00%"
"04/01/2021","44.49","55.99","55.99","44.49","-7.29%"
"03/31/2021","47.99","51.71","51.71","47.99","2.43%"
"03/30/2021","46.85","34.53","46.85","34.53","36.75%"
"03/29/2021","34.26","34.26","34.26","34.26","61.38%"
"03/25/2021","21.23","19.10","21.23","19.10","-1.48%"
"03/24/2021","21.55","19.99","21.55","19.99","-4.18%"
"03/23/2021","22.49","22.45","22.49","22.45","-5.19%"
"03/22/2021","23.72","21.63","23.72","21.63","25.90%"
"03/19/2021","18.84","17.16","18.84","17.16","4.20%"
"03/18/2021","18.08","16.99","18.08","16.99","6.42%"
"03/17/2021","16.99","15.07","16.99","15.07","5.99%"
"03/16/2021","16.03","15.07","16.03","15.07","0.00%"
"03/15/2021","16.03","14.91","16.03","14.91","3.69%"
"03/12/2021","15.46","14.76","15.46","14.76","3.90%"
"03/11/2021","14.88","14.92","14.92","14.88","-3.75%"
"03/10/2021","15.46","14.92","15.46","14.92","0.00%"
"03/09/2021","15.46","15.08","15.46","15.08","-0.51%"
"03/08/2021","15.54","15.08","15.54","15.08","-3.12%"
"03/05/2021","16.04","14.91","16.04","14.91","3.75%"
"03/04/2021","15.46","14.76","15.46","14.76","0.52%"
"03/03/2021","15.38","15.23","15.38","15.23","-1.54%"
"03/02/2021","15.62","15.56","15.62","15.56","-4.00%"
"03/01/2021","16.27","15.87","16.27","15.87","-6.66%"
"02/26/2021","17.43","15.39","17.43","15.39","4.43%"
"02/25/2021","16.69","15.07","16.69","15.07","4.12%"
"02/24/2021","16.03","15.39","16.03","15.39","-0.99%"
"02/23/2021","16.19","15.07","16.19","15.07","4.18%"
"02/22/2021","15.54","14.92","15.54","14.92","0.58%"
"02/19/2021","15.45","14.91","15.45","14.91","0.00%"
"02/18/2021","15.45","14.59","15.45","14.59","1.05%"
"02/17/2021","15.29","14.27","15.29","14.27","8.21%"
"02/16/2021","14.13","14.27","14.27","14.13","0.00%"
"02/15/2021","14.13","14.11","14.13","14.11","0.57%"
"02/12/2021","14.05","14.11","14.11","14.05","0.00%"
"02/11/2021","14.05","14.27","14.27","14.05","-0.57%"
"02/10/2021","14.13","14.27","14.27","14.13","0.00%"
"02/09/2021","14.13","14.11","14.13","14.11","0.57%"
"02/08/2021","14.05","14.27","14.27","14.05","-3.96%"
"02/05/2021","14.63","14.43","14.63","14.43","-0.54%"
"02/04/2021","14.71","14.27","14.71","14.27","0.55%"
"02/03/2021","14.63","14.75","14.75","14.63","-4.32%"
"02/02/2021","15.29","14.75","15.29","14.75","-0.52%"
"02/01/2021","15.37","14.91","15.37","14.91","-3.64%"
"01/29/2021","15.95","14.91","15.95","14.91","-3.04%"
"01/28/2021","16.45","15.86","16.45","15.86","3.13%"
"01/27/2021","15.95","15.39","15.95","15.39","-3.04%"
"01/26/2021","16.45","15.39","16.45","15.39","-4.30%"
"01/25/2021","17.19","15.38","17.19","15.38","0.00%"
"01/22/2021","17.19","15.54","17.19","15.54","-0.46%"
"01/21/2021","17.27","15.70","17.27","15.70","-0.46%"
"01/20/2021","17.35","15.86","17.35","15.86","-3.23%"
"01/19/2021","17.93","16.18","17.93","16.18","-3.55%"
"01/18/2021","18.59","15.86","18.59","15.86","0.87%"
"01/15/2021","18.43","15.86","18.43","15.86","5.74%"
"01/14/2021","17.43","15.70","17.43","15.70","11.02%"
"01/13/2021","15.70","16.17","16.17","15.70","-2.97%"
"01/12/2021","16.18","15.70","16.18","15.70","3.06%"
"01/11/2021","15.70","15.54","15.70","15.54","1.03%"
"01/08/2021","15.54","15.22","15.54","15.22","2.10%"
"01/07/2021","15.22","15.07","15.22","15.07","1.00%"
"01/06/2021","15.07","15.07","15.07","15.07","0.00%"
"01/05/2021","15.07","14.91","15.07","14.91","1.01%"
"01/04/2021","14.92","14.92","14.92","14.92","-2.04%"
"01/01/2021","15.23","15.23","15.23","15.23","0.00%"
"12/31/2020","15.23","15.23","15.23","15.23","0.00%"
"12/30/2020","15.23","15.23","15.23","15.23","0.00%"
"12/29/2020","15.23","15.23","15.23","15.23","0.00%"
"12/28/2020","15.23","15.23","15.23","15.23","0.00%"
"12/25/2020","15.23","15.23","15.23","15.23","0.00%"
"12/24/2020","15.23","15.55","15.55","15.23","-2.06%"
"12/23/2020","15.55","15.71","15.71","15.55","-1.02%"
"12/22/2020","15.71","15.39","15.71","15.39","2.01%"
"12/21/2020","15.40","14.76","15.40","14.76","4.34%"
"12/18/2020","14.76","14.60","14.76","14.60","1.10%"
"12/17/2020","14.60","14.92","14.92","14.60","-2.14%"
"12/16/2020","14.92","15.56","15.56","14.92","-4.11%"
"12/15/2020","15.56","16.04","16.04","15.56","0.00%"
"12/14/2020","15.56","14.93","15.56","14.93","-2.99%"
"12/11/2020","16.04","15.24","16.04","15.24","5.25%"
"12/10/2020","15.24","14.61","15.24","14.61","2.08%"
"12/09/2020","14.93","14.93","14.93","14.93","0.00%"
"12/08/2020","14.93","14.93","14.93","14.93","0.00%"
"12/07/2020","14.93","14.61","14.93","14.61","3.32%"
"12/04/2020","14.45","14.45","14.45","14.45","0.00%"
"12/03/2020","14.45","14.45","14.45","14.45","-1.83%"
"12/02/2020","14.72","14.45","14.72","14.45","0.00%"
"12/01/2020","14.72","14.61","14.72","14.61","-0.54%"
"11/30/2020","14.80","14.29","14.80","14.29","1.09%"
"11/27/2020","14.64","14.29","14.64","14.29","3.54%"
"11/26/2020","14.14","14.29","14.29","14.14","0.00%"
"11/25/2020","14.14","14.29","14.29","14.14","0.00%"
"11/24/2020","14.14","14.77","14.77","14.14","-4.97%"
"11/23/2020","14.88","14.93","14.93","14.88","-6.77%"
"11/20/2020","15.96","14.77","15.96","14.77","3.77%"
"11/19/2020","15.38","14.45","15.38","14.45","1.05%"
"11/18/2020","15.22","14.45","15.22","14.45","3.40%"
"11/17/2020","14.72","14.61","14.72","14.61","-0.54%"
"11/16/2020","14.80","15.09","15.09","14.80","-4.76%"
"11/13/2020","15.54","12.00","15.54","12.00","29.50%"
"11/12/2020","12.00","14.45","14.45","12.00","-1.80%"
"11/11/2020","12.22","14.29","14.29","12.22","-3.32%"
"11/10/2020","12.64","15.24","15.24","12.64","-7.20%"
"11/09/2020","13.62","15.88","15.88","13.62","-5.68%"
"11/06/2020","14.44","16.36","16.36","14.44","-1.63%"
"11/05/2020","14.68","17.47","17.47","14.68","-14.80%"
"11/04/2020","17.23","17.95","17.95","17.23","-6.71%"
"11/03/2020","18.47","18.58","18.58","18.47","-6.62%"
"11/02/2020","19.78","19.78","19.78","19.78","-3.23%"
"10/30/2020","20.44","18.98","20.44","17.95","7.69%"
"10/29/2020","18.98","17.48","18.98","17.48","1.28%"
"10/28/2020","18.74","16.53","18.74","16.53","18.83%"
"10/27/2020","15.77","16.06","16.06","15.77","4.92%"
"10/26/2020","15.03","15.59","15.59","15.03","5.18%"
"10/23/2020","14.29","15.75","15.75","14.29","-3.90%"
"10/22/2020","14.87","16.07","16.07","14.87","4.06%"
"10/21/2020","14.29","15.75","15.75","14.29","-0.56%"
"10/20/2020","14.37","15.75","15.75","14.37","0.00%"
"10/19/2020","14.37","16.07","16.07","14.37","-1.10%"
"10/16/2020","14.53","16.22","16.22","14.53","-6.92%"
"10/15/2020","15.61","15.28","15.61","15.28","14.44%"
"10/14/2020","13.64","16.07","16.07","13.64","3.81%"
"10/13/2020","13.14","15.12","15.12","13.14","0.61%"
"10/12/2020","13.06","15.28","15.28","13.06","-7.64%"
"10/09/2020","14.14","16.07","16.07","14.14","-5.92%"
"10/08/2020","15.03","17.65","17.65","15.03","-4.21%"
"10/07/2020","15.69","16.54","16.54","15.69","-3.56%"
"10/06/2020","16.27","17.17","17.17","16.27","-1.87%"
"10/05/2020","16.58","17.65","17.65","16.58","-4.27%"
"10/02/2020","17.32","18.28","18.28","17.32","-4.52%"
"10/01/2020","18.14","18.75","18.75","18.14","-3.87%"
"09/30/2020","18.87","19.07","19.07","18.87","-5.79%"
"09/29/2020","20.03","18.92","20.03","18.92","-12.76%"
"09/28/2020","22.96","18.13","22.96","18.13","-0.99%"
"09/25/2020","23.19","18.92","23.19","18.92","1.00%"
"09/24/2020","22.96","18.13","22.96","18.13","11.67%"
"09/23/2020","20.56","14.71","20.56","14.71","2.09%"
"09/22/2020","20.14","17.19","20.14","17.19","5.50%"
"09/21/2020","19.09","15.48","19.09","15.48","28.55%"
"09/18/2020","14.85","15.02","15.02","14.85","-0.54%"
"09/17/2020","14.93","14.71","14.93","14.71","4.04%"
"09/16/2020","14.35","15.02","15.02","14.35","-7.48%"
"09/15/2020","15.51","15.48","15.51","15.48","-7.35%"
"09/14/2020","16.74","15.79","16.74","15.79","-0.89%"
"09/11/2020","16.89","15.48","16.89","15.48","4.00%"
"09/10/2020","16.24","16.27","16.27","16.24","0.50%"
"09/09/2020","16.16","15.48","16.16","15.48","-0.49%"
"09/08/2020","16.24","15.02","16.24","15.02","4.71%"
"09/07/2020","15.51","16.27","16.27","15.51","-0.77%"
"09/04/2020","15.63","16.95","16.95","15.63","1.63%"
"09/03/2020","15.38","18.85","18.85","15.38","2.19%"
"09/02/2020","15.05","16.95","16.95","15.05","-7.21%"
"09/01/2020","16.22","16.95","16.95","16.22","-1.52%"
"08/31/2020","16.47","16.95","16.95","16.47","0.00%"
"08/28/2020","16.47","16.95","16.95","16.47","-2.95%"
"08/27/2020","16.97","17.12","17.12","16.97","-0.53%"
"08/26/2020","17.06","17.47","17.47","17.06","-6.42%"
"08/25/2020","18.23","18.16","18.23","18.16","17.01%"
"08/24/2020","15.58","18.51","18.51","15.58","-6.99%"
"08/21/2020","16.75","18.85","18.85","16.75","-1.00%"
"08/20/2020","16.92","21.06","21.06","16.92","-8.64%"
"08/19/2020","18.52","23.02","23.02","18.52","-7.45%"
"08/18/2020","20.01","23.02","23.02","20.01","0.00%"
"08/17/2020","20.01","23.41","23.41","20.01","-0.94%"
"08/14/2020","20.20","23.61","23.61","20.20","0.50%"
"08/13/2020","20.10","23.61","23.61","20.10","-0.99%"
"08/12/2020","20.30","24.23","24.23","20.30","-3.84%"
"08/11/2020","21.11","24.85","24.85","21.11","-3.70%"
"08/10/2020","21.92","25.05","25.05","21.92","-6.80%"
"08/07/2020","23.52","25.47","25.47","23.52","-0.88%"
"08/06/2020","23.73","27.11","27.11","23.73","0.00%"
"08/05/2020","23.73","27.11","27.11","23.73","-7.12%"
"08/04/2020","25.55","27.11","27.11","25.55","-3.77%"
"08/03/2020","26.55","27.06","27.11","26.55","-1.88%"
"07/31/2020","27.06","27.06","27.06","27.06","-0.37%"
"07/30/2020","27.16","26.09","27.16","26.09","6.30%"
"07/29/2020","25.55","25.69","25.69","25.55","2.86%"
"07/28/2020","24.84","25.49","25.49","24.84","4.63%"
"07/27/2020","23.74","25.28","25.28","23.74","0.42%"
"07/24/2020","23.64","25.28","25.28","23.64","0.00%"
"07/23/2020","23.64","26.11","26.11","23.64","-1.70%"
"07/22/2020","24.05","26.31","26.31","24.05","-0.41%"
"07/21/2020","24.15","27.14","27.14","24.15","-1.67%"
"07/20/2020","24.56","28.36","28.36","24.56","-7.95%"
"07/17/2020","26.68","28.37","28.37","26.68","-1.84%"
"07/16/2020","27.18","28.37","28.37","27.18","0.00%"
"07/15/2020","27.18","29.60","29.60","27.18","-8.80%"
"07/14/2020","29.80","30.01","30.01","29.80","-0.66%"
"07/13/2020","30.00","30.42","30.42","30.00","-0.70%"
"07/10/2020","30.21","23.48","30.21","23.48","3.81%"
"07/09/2020","29.10","24.96","29.10","24.96","4.71%"
"07/08/2020","27.79","28.18","28.18","27.79","2.58%"
"07/07/2020","27.09","28.18","28.18","27.09","1.88%"
"07/06/2020","26.59","24.96","26.59","24.96","-8.97%"
"07/03/2020","29.21","25.93","29.21","25.93","0.34%"
"07/02/2020","29.11","30.24","30.24","29.11","-4.93%"
"07/01/2020","30.62","31.27","31.27","30.62","-3.19%"
"06/30/2020","31.63","31.89","31.89","31.63","-6.81%"
"06/29/2020","33.94","31.91","33.94","31.91","6.35%"
"06/26/2020","31.91","31.91","31.91","31.91","8.51%"
"06/25/2020","29.41","26.68","29.41","26.68","14.26%"
"06/24/2020","25.74","25.93","25.93","25.74","5.23%"
"06/23/2020","24.46","22.62","24.46","22.62","-3.21%"
"06/22/2020","25.27","23.31","25.27","23.31","9.11%"
"06/19/2020","23.16","23.32","23.32","23.16","4.51%"
"06/18/2020","22.16","22.62","22.62","22.16","3.99%"
"06/17/2020","21.31","22.57","22.57","21.31","-5.58%"
"06/16/2020","22.57","22.37","22.57","22.37","-15.34%"
"06/15/2020","26.66","24.96","26.66","24.96","4.63%"
"06/12/2020","25.48","25.52","25.52","25.48","-4.78%"
"06/11/2020","26.76","23.67","26.76","23.67","17.21%"
"06/10/2020","22.83","23.48","23.48","22.83","2.65%"
"06/09/2020","22.24","22.56","22.56","22.24","9.66%"
"06/08/2020","20.28","22.37","22.37","20.28","0.45%"
"06/05/2020","20.19","25.67","33.30","20.19","-15.83%"
"06/04/2020","23.99","25.34","25.34","25.34","-6.56%"
"06/03/2020","25.67","33.30","33.30","25.67","-18.89%"
"06/02/2020","31.65","36.52","36.52","31.65","-11.49%"
"06/01/2020","35.76","37.44","37.44","35.76","-2.61%"
"05/29/2020","36.72","38.35","38.35","36.72","11.34%"
"05/28/2020","32.98","38.35","38.35","32.98","-6.23%"
"05/27/2020","35.17","44.64","44.64","35.17","-14.88%"
"05/26/2020","41.32","51.27","51.27","41.32","-11.39%"
"05/25/2020","46.63","51.26","51.26","46.63","0.00%"
"05/22/2020","46.63","51.81","51.81","46.63","-1.62%"
"05/21/2020","47.40","52.07","52.07","47.40","-2.33%"
"05/20/2020","48.53","55.10","55.10","48.53","-7.65%"
"05/19/2020","52.55","57.30","57.30","52.55","-3.84%"
"05/18/2020","54.65","58.67","58.67","54.65","-4.67%"
"05/15/2020","57.33","57.85","57.85","57.33","1.61%"
"05/14/2020","56.42","56.21","56.42","56.21","5.26%"
"05/13/2020","53.60","65.08","65.08","53.60","2.00%"
"05/12/2020","52.55","65.08","65.08","52.55","-7.74%"
"05/11/2020","56.96","63.85","63.85","56.96","-2.50%"
"05/08/2020","58.42","63.85","63.85","58.42","0.00%"
"05/07/2020","58.42","65.08","65.08","58.42","-2.68%"
"05/06/2020","60.03","65.08","65.08","60.03","-0.84%"
"05/05/2020","60.54","75.78","75.78","60.54","-1.62%"
"05/04/2020","61.54","75.78","75.78","61.54","1.65%"
"05/01/2020","60.54","63.53","63.53","60.54","4.81%"
"04/30/2020","57.76","63.53","63.53","57.76","1.74%"
"04/29/2020","56.77","67.39","67.39","56.77","-6.23%"
"04/28/2020","60.54","67.39","67.39","60.54","-2.65%"
"04/27/2020","62.19","72.07","72.07","62.19","-7.91%"
"04/24/2020","67.53","71.16","71.16","67.53","2.97%"
"04/23/2020","65.58","74.25","74.25","65.58","-7.14%"
"04/22/2020","70.62","75.78","75.78","70.62","-5.41%"
"04/21/2020","74.66","75.78","75.78","72.89","2.43%"
"04/20/2020","72.89","74.24","74.24","72.89","1.07%"
"04/17/2020","72.12","75.78","75.78","72.12","-5.30%"
"04/16/2020","76.16","75.78","76.16","75.78","6.68%"
"04/15/2020","71.39","80.03","80.03","71.39","6.00%"
"04/14/2020","67.35","85.03","85.03","67.35","-4.37%"
"04/13/2020","70.43","78.87","78.87","70.43","0.00%"
"04/10/2020","70.43","57.04","70.43","57.04","0.00%"
"04/09/2020","70.43","85.03","85.03","70.43","-13.06%"
"04/08/2020","81.01","85.03","85.03","81.01","0.00%"
"04/07/2020","81.01","86.57","86.57","81.01","-6.65%"
"04/06/2020","86.78","88.11","88.11","86.78","-0.88%"
"04/03/2020","87.55","83.28","87.55","83.28","5.13%"
"04/02/2020","83.28","57.04","83.28","57.04","1.23%"
"04/01/2020","82.27","80.03","82.27","80.03","8.22%"
"03/31/2020","76.02","57.04","76.02","57.04","10.43%"
"03/30/2020","68.84","57.04","68.84","57.04","8.43%"
"03/27/2020","63.49","57.04","63.49","57.04","24.44%"
"03/26/2020","51.02","55.32","55.32","51.02","8.83%"
"03/25/2020","46.88","55.32","55.32","46.88","-10.98%"
"03/24/2020","52.66","62.84","62.84","52.66","-17.62%"
"03/23/2020","63.92","67.09","67.09","63.92","1.20%"
"03/20/2020","63.16","67.09","67.09","63.16","-8.83%"
"03/19/2020","69.28","70.89","70.89","69.28","-12.79%"
"03/18/2020","79.44","63.57","79.44","63.57","17.20%"
"03/17/2020","67.78","65.03","67.78","65.03","-3.19%"
"03/16/2020","70.01","51.47","70.01","51.47","10.74%"
"03/13/2020","63.22","35.20","63.22","35.20","5.19%"
"03/12/2020","60.10","30.74","60.10","30.74","37.00%"
"03/11/2020","43.87","29.23","43.87","29.23","-1.68%"
"03/10/2020","44.62","31.49","44.62","31.49","-7.50%"
"03/09/2020","48.24","24.60","48.24","24.60","61.88%"
"03/06/2020","29.80","21.60","29.80","21.60","27.90%"
"03/05/2020","23.30","20.07","23.30","20.07","3.42%"
"03/04/2020","22.53","22.35","22.53","22.35","-4.82%"
"03/03/2020","23.67","22.52","23.67","22.52","-6.29%"
"03/02/2020","25.26","21.17","25.26","21.17","7.12%"
"02/28/2020","23.58","19.98","23.58","19.98","7.23%"
"02/27/2020","21.99","18.29","21.99","18.29","21.22%"
"02/26/2020","18.14","17.79","18.14","17.79","4.31%"
"02/25/2020","17.39","16.94","17.39","16.94","-3.23%"
"02/24/2020","17.97","15.08","17.97","15.08","23.59%"
"02/21/2020","14.54","14.74","14.74","14.54","1.18%"
"02/20/2020","14.37","14.41","14.41","14.37","1.20%"
"02/19/2020","14.20","14.40","14.40","14.20","0.00%"
"02/18/2020","14.20","14.23","14.23","14.20","0.64%"
"02/17/2020","14.11","14.57","14.57","14.11","-1.19%"
"02/14/2020","14.28","14.57","14.57","14.28","0.00%"
"02/13/2020","14.28","14.57","14.57","14.28","-0.07%"
"02/12/2020","14.29","15.25","15.25","14.29","-5.49%"
"02/11/2020","15.12","15.59","15.59","15.12","-1.11%"
"02/10/2020","15.29","15.25","15.29","15.25","4.58%"
"02/07/2020","14.62","14.62","14.62","14.62","7.34%"
"02/06/2020","13.62","14.57","14.57","13.62","-1.16%"
"02/05/2020","13.78","15.08","15.08","13.78","-5.23%"
"02/04/2020","14.54","15.59","15.59","14.54","-4.91%"
"02/03/2020","15.29","15.42","15.42","15.29","0.53%"
"01/31/2020","15.21","15.26","15.26","15.21","3.96%"
"01/30/2020","14.63","15.09","15.09","14.63","4.20%"
"01/29/2020","14.04","15.09","15.09","14.04","0.00%"
"01/28/2020","14.04","15.26","15.26","14.04","-4.03%"
"01/27/2020","14.63","14.92","14.92","14.63","1.18%"
"01/24/2020","14.46","14.92","14.92","14.46","3.58%"
"01/23/2020","13.96","14.75","14.75","13.96","0.65%"
"01/22/2020","13.87","14.58","14.58","13.87","0.58%"
"01/21/2020","13.79","14.25","14.25","13.79","1.25%"
"01/20/2020","13.62","14.59","14.59","13.62","-1.23%"
"01/17/2020","13.79","14.59","14.59","13.79","0.00%"
"01/16/2020","13.79","14.59","14.59","13.79","0.00%"
"01/15/2020","13.79","14.25","14.25","13.79","5.11%"
"01/14/2020","13.12","14.25","14.25","13.12","0.00%"
"01/13/2020","13.12","14.25","14.25","13.12","1.31%"
